chunk_id,feedback_id,project_id,user_id,chunk_index,chunk_text,token_count,embedding_status,source_type,created_at
CHNK00000157,FDBK00000157,PROJ000028,USR000368,1,Improve application performance.,3,Pending,Customer Feedback,2025-07-06
CHNK00000158,FDBK00000158,PROJ000167,USR000527,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2026-02-13
CHNK00000159,FDBK00000159,PROJ000243,USR000380,1,Fast and reliable platform.,4,Pending,Customer Feedback,2026-07-10
CHNK00000160,FDBK00000160,PROJ000142,USR000631,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-09-23
CHNK00000161,FDBK00000161,PROJ000176,USR000659,1,Simplify navigation menus.,3,Pending,Customer Feedback,2024-12-30
CHNK00000162,FDBK00000162,PROJ000131,USR000100,1,How do I archive projects?,5,Pending,Customer Feedback,2025-05-01
CHNK00000163,FDBK00000163,PROJ000139,USR000692,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2025-10-11
CHNK00000164,FDBK00000164,PROJ000198,USR000101,1,How do I archive projects?,5,Pending,Customer Feedback,2026-02-27
CHNK00000165,FDBK00000165,PROJ000126,USR000689,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2026-01-27
CHNK00000166,FDBK00000166,PROJ000010,USR000509,1,Reduce loading times.,3,Pending,Customer Feedback,2024-10-10
CHNK00000167,FDBK00000167,PROJ000191,USR000469,1,Support multilingual interface.,3,Pending,Customer Feedback,2025-03-20
CHNK00000168,FDBK00000168,PROJ000120,USR000294,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2025-12-30
CHNK00000169,FDBK00000169,PROJ000087,USR000575,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-04-25
CHNK00000170,FDBK00000170,PROJ000017,USR000278,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-02-18
CHNK00000171,FDBK00000171,PROJ000092,USR000483,1,Add dark mode support.,4,Pending,Customer Feedback,2024-09-10
CHNK00000172,FDBK00000172,PROJ000075,USR000389,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2026-06-06
CHNK00000173,FDBK00000173,PROJ000058,USR000272,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2025-02-19
CHNK00000174,FDBK00000174,PROJ000010,USR000275,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2026-02-03
CHNK00000175,FDBK00000175,PROJ000126,USR000321,1,Support multilingual interface.,3,Pending,Customer Feedback,2026-01-20
CHNK00000176,FDBK00000176,PROJ000056,USR000740,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-02-27
CHNK00000177,FDBK00000177,PROJ000150,USR000763,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-07-27
CHNK00000178,FDBK00000178,PROJ000204,USR000072,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2024-11-04
CHNK00000179,FDBK00000179,PROJ000204,USR000711,1,Support response is too slow.,5,Pending,Customer Feedback,2025-08-05
CHNK00000180,FDBK00000180,PROJ000055,USR000490,1,Search results are inaccurate.,4,Pending,Customer Feedback,2025-05-09
CHNK00000181,FDBK00000181,PROJ000006,USR000424,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2026-02-23
CHNK00000182,FDBK00000182,PROJ000087,USR000318,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-03-01
CHNK00000183,FDBK00000183,PROJ000107,USR000552,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-12-24
CHNK00000184,FDBK00000184,PROJ000166,USR000109,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2026-02-18
CHNK00000185,FDBK00000185,PROJ000057,USR000068,1,How do I archive projects?,5,Pending,Customer Feedback,2025-04-20
CHNK00000186,FDBK00000186,PROJ000082,USR000263,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-03-02
CHNK00000187,FDBK00000187,PROJ000054,USR000417,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-07-14
CHNK00000188,FDBK00000188,PROJ000017,USR000404,1,Improve application performance.,3,Pending,Customer Feedback,2025-01-15
CHNK00000189,FDBK00000189,PROJ000018,USR000017,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2026-02-07
CHNK00000190,FDBK00000190,PROJ000201,USR000256,1,Optimize search experience.,3,Pending,Customer Feedback,2025-10-14
CHNK00000191,FDBK00000191,PROJ000188,USR000329,1,Add dark mode support.,4,Pending,Customer Feedback,2026-02-16
CHNK00000192,FDBK00000192,PROJ000184,USR000353,1,Reduce loading times.,3,Pending,Customer Feedback,2025-06-13
CHNK00000193,FDBK00000193,PROJ000177,USR000588,1,Where can I export analytics?,5,Pending,Customer Feedback,2025-05-09
CHNK00000194,FDBK00000194,PROJ000079,USR000704,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2024-08-29
CHNK00000195,FDBK00000195,PROJ000247,USR000339,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-09-21
CHNK00000196,FDBK00000196,PROJ000172,USR000105,1,Application freezes frequently.,3,Pending,Customer Feedback,2026-02-26
CHNK00000197,FDBK00000197,PROJ000153,USR000041,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2024-08-21
CHNK00000198,FDBK00000198,PROJ000023,USR000471,1,Add dark mode support.,4,Pending,Customer Feedback,2026-01-31
CHNK00000199,FDBK00000199,PROJ000014,USR000586,1,Add dark mode support.,4,Pending,Customer Feedback,2024-12-03
CHNK00000200,FDBK00000200,PROJ000061,USR000039,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2024-12-18
CHNK00000201,FDBK00000201,PROJ000231,USR000625,1,Workflow is confusing.,3,Pending,Customer Feedback,2026-03-26
CHNK00000202,FDBK00000202,PROJ000223,USR000590,1,Simplify navigation menus.,3,Pending,Customer Feedback,2024-09-16
CHNK00000203,FDBK00000203,PROJ000232,USR000451,1,Provide export to PDF option.,5,Pending,Customer Feedback,2025-04-23
CHNK00000204,FDBK00000204,PROJ000068,USR000233,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2024-12-08
CHNK00000205,FDBK00000205,PROJ000184,USR000729,1,Optimize search experience.,3,Pending,Customer Feedback,2024-08-22
CHNK00000206,FDBK00000206,PROJ000024,USR000595,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-05-31
CHNK00000207,FDBK00000207,PROJ000171,USR000320,1,Where can I export analytics?,5,Pending,Customer Feedback,2025-12-03
CHNK00000208,FDBK00000208,PROJ000002,USR000681,1,Provide export to PDF option.,5,Pending,Customer Feedback,2025-10-05
CHNK00000209,FDBK00000209,PROJ000004,USR000708,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-11-11
CHNK00000210,FDBK00000210,PROJ000174,USR000178,1,Is API access available?,4,Pending,Customer Feedback,2026-05-27
CHNK00000211,FDBK00000211,PROJ000143,USR000797,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2024-12-25
CHNK00000212,FDBK00000212,PROJ000045,USR000043,1,How do permissions work?,4,Pending,Customer Feedback,2025-11-21
CHNK00000213,FDBK00000213,PROJ000076,USR000123,1,Is API access available?,4,Pending,Customer Feedback,2025-11-28
CHNK00000214,FDBK00000214,PROJ000049,USR000035,1,Search results are inaccurate.,4,Pending,Customer Feedback,2026-01-28
CHNK00000215,FDBK00000215,PROJ000193,USR000400,1,Great collaboration features.,3,Pending,Customer Feedback,2025-02-12
CHNK00000216,FDBK00000216,PROJ000082,USR000527,1,Very intuitive interface.,3,Pending,Customer Feedback,2024-08-27
CHNK00000217,FDBK00000217,PROJ000167,USR000173,1,Is API access available?,4,Pending,Customer Feedback,2025-04-14
CHNK00000218,FDBK00000218,PROJ000139,USR000323,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2024-10-18
CHNK00000219,FDBK00000219,PROJ000209,USR000239,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2025-03-19
CHNK00000220,FDBK00000220,PROJ000098,USR000372,1,Very intuitive interface.,3,Pending,Customer Feedback,2026-03-16
CHNK00000221,FDBK00000221,PROJ000088,USR000078,1,Add dark mode support.,4,Pending,Customer Feedback,2025-11-01
CHNK00000222,FDBK00000222,PROJ000175,USR000536,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-08-04
CHNK00000223,FDBK00000223,PROJ000132,USR000576,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-08-06
CHNK00000224,FDBK00000224,PROJ000165,USR000408,1,How do permissions work?,4,Pending,Customer Feedback,2025-08-14
